﻿지하철역ID,출입구번호,정류장ID,주변건물,출구와정류장간이동거리,지하철역X좌표,지하철역Y좌표
﻿1002000201,﻿10,﻿101000251,﻿경찰청. 국가인권위원회. 국민건강보험공단. 국민고충처리위원회. 농협중앙회. 대한항공빌딩. 동화제약본사. 류관순기념관. 배재빌딩. 보육정보센터. 상업등기소. 서울특별시청 서소문별관(다산플라자). 이화여고. 주한 러시아연방 대사관. 중부등기소. 프레이저 플래이스. 한성빌딩,﻿97,﻿197653.6,﻿451506.2
﻿1069073120,﻿7,﻿166000209,﻿마사회. 삼화고속. 채원뷔페. 부평119안전센터,﻿130,﻿175704.91369,﻿443558.67045
﻿1069073120,﻿6,﻿166000228,﻿국민은행. 농협. 부평119안전센터. 북부역광장. 북인천우체국. 우리은행. 코아빌딩. 대한극장. 한국씨티은행,﻿157,﻿175526.53628,﻿443721.44235
﻿1007000714,﻿3,﻿110000288,﻿중계3파출소.중계시영아파트 2·4단지.중원중학교.청계초등학교,﻿192,﻿205906.3,﻿460548.8
﻿1007000714,﻿4,﻿110000265,﻿서울시립중계노인복지관.서울시북부여성발전센터.은곡공업고등학교.중계2동.중계시영아파트 1단지.중원초등학교,﻿25,﻿205686.6,﻿460476.7
﻿1007000714,﻿4,﻿110000272,﻿서울시립중계노인복지관.서울시북부여성발전센터.은곡공업고등학교.중계2동.중계시영아파트 1단지.중원초등학교,﻿147,﻿205764.8,﻿460378.4
﻿1007000714,﻿4,﻿110000275,﻿서울시립중계노인복지관.서울시북부여성발전센터.은곡공업고등학교.중계2동.중계시영아파트 1단지.중원초등학교,﻿175,﻿205730.5,﻿460671.8
﻿1007000714,﻿5,﻿110000265,﻿마들공원.서울시립뇌성마비종합복지관.서울시립상계직업전문학교.서울시립상이군경복지관,﻿167,﻿205686.6,﻿460476.7
﻿1007000714,﻿5,﻿110000271,﻿마들공원.서울시립뇌성마비종합복지관.서울시립상계직업전문학교.서울시립상이군경복지관,﻿83,﻿205529.1,﻿460640.8
﻿1007000714,﻿5,﻿110000274,﻿마들공원.서울시립뇌성마비종합복지관.서울시립상계직업전문학교.서울시립상이군경복지관,﻿186,﻿205771.0,﻿460724.8
﻿1007000714,﻿5,﻿110000275,﻿마들공원.서울시립뇌성마비종합복지관.서울시립상계직업전문학교.서울시립상이군경복지관,﻿126,﻿205730.5,﻿460671.8
﻿1007000714,﻿5,﻿110000289,﻿마들공원.서울시립뇌성마비종합복지관.서울시립상계직업전문학교.서울시립상이군경복지관,﻿98,﻿205639.8,﻿460721.3
﻿1007000714,﻿6,﻿110000271,﻿노원중학교.당현1교.당현초등학교.동부적십자혈액원.미도아파트.상계주공1·2단지.상계주공1·2단지.상천초등학교.어린이교통공원,﻿99,﻿205529.1,﻿460640.8
﻿1007000714,﻿6,﻿110000274,﻿노원중학교.당현1교.당현초등학교.동부적십자혈액원.미도아파트.상계주공1·2단지.상계주공1·2단지.상천초등학교.어린이교통공원,﻿162,﻿205771.0,﻿460724.8
﻿1007000714,﻿6,﻿110000275,﻿노원중학교.당현1교.당현초등학교.동부적십자혈액원.미도아파트.상계주공1·2단지.상계주공1·2단지.상천초등학교.어린이교통공원,﻿122,﻿205730.5,﻿460671.8
﻿1075075245,﻿7,﻿201000292,﻿수원역전우체국. 매산아파트,﻿173,﻿200302.13868,﻿418679.48021
﻿1099004704,﻿1,﻿108000035,﻿세븐일레븐. 수유종합 사회복지관,﻿123,﻿201483.673,﻿460200.9858
﻿1099004704,﻿2,﻿108000034,﻿대명약국. 교촌치킨,﻿105,﻿201483.673,﻿460200.9858
﻿1099004704,﻿2,﻿108900234,﻿우이 119 안전센터. 본죽,﻿81,﻿201483.673,﻿460200.9858
﻿1099004704,﻿2,﻿108900235,﻿우이 119 안전센터. 보광빌라,﻿100,﻿201483.673,﻿460200.9858
﻿1099004705,﻿1,﻿108000069,﻿수유1동 성당,﻿69,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿1,﻿108000055,﻿GS25 수유본점,﻿130,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿1,﻿108000054,﻿GS25 수유본점,﻿136,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿1,﻿108900228,﻿GS25 수유본점,﻿116,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿1,﻿108900229,﻿GS25 수유본점,﻿149,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿2,﻿108000068,﻿수유1동 성당,﻿111,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿2,﻿108000050,﻿늘푸른 재가복지센터,﻿204,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿2,﻿108000053,﻿나은 스튜디오. 시온성 교회,﻿43,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿2,﻿108000052,﻿나은 스튜디오. 시온성 교회,﻿84,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿2,﻿108900230,﻿나은 스튜디오. 시온성 교회,﻿61,﻿201541.5775,﻿459395.7851
﻿1099004705,﻿2,﻿108900231,﻿늘푸른 재가복지센터,﻿199,﻿201541.5775,﻿459395.7851
﻿1001080143,﻿1,﻿117000182,﻿두산초등학교.협진로.시흥대로,﻿52,﻿190076.3,﻿440729.1
﻿1001080143,﻿2,﻿117000181,﻿금천교.안양천교.광명방면,﻿26,﻿190063.1,﻿440750.5
﻿1001000130,﻿2,﻿100000334,﻿창덕궁,﻿88,﻿199182.5,﻿452338.3
﻿1001000130,﻿2,﻿100000335,﻿창덕궁,﻿81,﻿199204.4,﻿452289.4
﻿1001000131,﻿1,﻿100000093,﻿광화문.국세청.미국대사관.서울시 소방방재본부.외교통상부 여권.이주.영사과.종로구청.종로소방서.르메이에르종로센터빌딩,﻿191,﻿198262.1,﻿452276.6
﻿1001000131,﻿1,﻿100000331,﻿광화문.국세청.미국대사관.서울시 소방방재본부.외교통상부 여권.이주.영사과.종로구청.종로소방서.르메이에르종로센터빌딩,﻿149,﻿198306.3,﻿452273.1
﻿1001000131,﻿1,﻿100000330,﻿광화문.국세청.미국대사관.서울시 소방방재본부.외교통상부 여권.이주.영사과.종로구청.종로소방서.르메이에르종로센터빌딩,﻿176,﻿198273.5,﻿452317.7
﻿1001000131,﻿1,﻿100000095,﻿광화문.국세청.미국대사관.서울시 소방방재본부.외교통상부 여권.이주.영사과.종로구청.종로소방서.르메이에르종로센터빌딩,﻿0,﻿198250.0,﻿452317.5
﻿1001000131,﻿1,﻿100000092,﻿광화문.국세청.미국대사관.서울시 소방방재본부.외교통상부 여권.이주.영사과.종로구청.종로소방서.르메이에르종로센터빌딩,﻿98,﻿198360.4,﻿452273.0
﻿1001000131,﻿1,﻿100000094,﻿광화문.국세청.미국대사관.서울시 소방방재본부.외교통상부 여권.이주.영사과.종로구청.종로소방서.르메이에르종로센터빌딩,﻿90,﻿198359.4,﻿452318.2
﻿1007000734,﻿5,﻿121000138,﻿국립중앙도서관. 기획예산처. 서울지방조달청. 서울팔래스호텔,﻿192,﻿200360.7,﻿444596.1
﻿1001000102,﻿2,﻿215000029,﻿보산초등학교. 보산동주민센터. 보영여자중학교. 보영여자고등학교,﻿109,﻿205037.9356,﻿490569.96474
﻿1001000102,﻿2,﻿215000057,﻿보산초등학교. 보산동주민센터. 보영여자중학교. 보영여자고등학교,﻿128,﻿205053.93515,﻿490588.96484
﻿1001000102,﻿2,﻿215000151,﻿보산초등학교. 보산동주민센터. 보영여자중학교. 보영여자고등학교,﻿152,﻿204947.94002,﻿490346.96515
﻿1007000740,﻿5,﻿119000058,﻿노량진2동사무소(400).노량진2파출소(5).동작구청.동작구의회(500).삼거리시장(200).일신교회(150),﻿0,﻿194564.7,﻿445030.4
﻿1007000740,﻿5,﻿119000059,﻿노량진2동사무소(400).노량진2파출소(5).동작구청.동작구의회(500).삼거리시장(200).일신교회(150),﻿140,﻿194765.3,﻿445059.3
﻿1007000715,﻿2,﻿110000324,﻿노원소방서.하계1동사무소.하계중학교.한신·청구아파트,﻿47,﻿206111.0,﻿459639.7
﻿1075075226,﻿3,﻿206000156,﻿분당경찰서.이매중. 고교.분당보건소,﻿187,﻿211533.58425,﻿434489.2739
﻿1075075226,﻿3,﻿206000159,﻿분당경찰서.이매중. 고교.분당보건소,﻿160,﻿211516.15771,﻿434515.89684
﻿1007000746,﻿6,﻿117000023,﻿LG가산디지털센터. 공단종합운동장. 서부간선도로,﻿138,﻿189384.8,﻿442238.6
﻿1007000746,﻿6,﻿117000135,﻿LG가산디지털센터. 공단종합운동장. 서부간선도로,﻿137,﻿189378.2,﻿442255.5
﻿1007000746,﻿6,﻿117000315,﻿LG가산디지털센터. 공단종합운동장. 서부간선도로,﻿90,﻿189570.5,﻿442241.5
﻿1007000747,﻿2,﻿129000001,﻿광덕초등학교(400).광명경찰서(250).대형할인점파보레(50).시립근로청소년복지관(800).철산4동사무소(500).포세이돈하우스(250).하나은행광명지점(50),﻿153,﻿188255.8,﻿441663.7
﻿1069073124,﻿4,﻿165000292,﻿인천광역시청.인천광역시의회.구월중학교.석천초등학교.방송통신대학교.중앙도서관.가천길병원,﻿173,﻿173879.55862,﻿439759.78994
﻿1069073124,﻿8,﻿165000278,﻿중앙공원.금호맨션. 현대홈타운,﻿199,﻿173377.82167,﻿439796.54127
﻿1069073126,﻿1,﻿163000513,﻿중앙공원,﻿171,﻿173593.25,﻿438227.67
﻿1069073126,﻿1,﻿163000215,﻿중앙공원,﻿149,﻿173569.72096,﻿438051.11504
﻿1069073126,﻿2,﻿165000588,﻿신세계백화점.국민은행. 우리은행. 신한은행.남동경찰서.남인천세무서.국민연금인천회관.뉴코아아울렛.신영증권. 부국증권.교보문고.보훈청.기업은행. 외환은행.한국토지공사,﻿194,﻿173611.55126,﻿438261.83081
﻿1003000318,﻿3,﻿218000223,﻿신도동우체국. 농협,﻿100,﻿190742.27398,﻿461468.769
﻿1003000318,﻿4,﻿218000223,﻿신도동주민센터. 신도우체국. 농협,﻿100,﻿190716.53132,﻿461479.70496
﻿1003000318,﻿5,﻿218000223,﻿농협대학교. 고양중고등학교,﻿100,﻿190717.52379,﻿461542.90533
﻿1003000318,﻿6,﻿218000223,﻿신도동우체국. 농협,﻿100,﻿190828.60306,﻿461475.78735
﻿1003000318,﻿7,﻿218000223,﻿아름다운교회. 삼송시장,﻿100,﻿190837.90994,﻿461496.37113
﻿1003000318,﻿8,﻿218000223,﻿삼송초등학교. 지축동요한성당,﻿100,﻿190869.22692,﻿461486.11886
﻿1003000318,﻿9,﻿218000223,﻿지축동방면,﻿100,﻿190859.27379,﻿461465.25701
﻿1003000318,﻿1,﻿218000218,﻿창릉천,﻿120,﻿190834.54563,﻿461402.78508
﻿1003000318,﻿2,﻿218000218,﻿창릉천,﻿120,﻿190830.7,﻿461504.7
﻿1003000318,﻿3,﻿218000218,﻿신도동우체국. 농협,﻿120,﻿190742.27398,﻿461468.769
﻿1003000318,﻿4,﻿218000218,﻿신도동주민센터. 신도우체국. 농협,﻿120,﻿190716.53132,﻿461479.70496
﻿1067080125,﻿1,﻿222000285,﻿퇴계원우체국. 엘리시아아파트. 퇴계원힐스테이트아파트. 도제원초등학교,﻿138,﻿212849.47089,﻿460970.22692
﻿1067080125,﻿2,﻿222000293,﻿퇴계원고등학교. 퇴계원면사무소. 퇴계원초등학교,﻿138,﻿212827.3563,﻿460944.34021
﻿1067080125,﻿1,﻿222000295,﻿퇴계원우체국. 엘리시아아파트. 퇴계원힐스테이트아파트. 도제원초등학교,﻿185,﻿212554.35996,﻿460856.33648
﻿1067080128,﻿1,﻿222001309,﻿메가박스. 이마트. 국민은행. 호평동주민센터. 호평중학교. 평동초등학교. 구룡초등학교. 호평고등학교. 호평중앙공원. 호평동물놀이공원,﻿104,﻿221594.98363,﻿461460.67981
﻿1067080128,﻿1,﻿222001310,﻿메가박스. 이마트. 국민은행. 호평동주민센터. 호평중학교. 평동초등학교. 구룡초등학교. 호평고등학교. 호평중앙공원. 호평동물놀이공원,﻿81,﻿221582.16621,﻿461482.61649
﻿1067080131,﻿1,﻿239000215,﻿대성초등학교. 대성휴게소. 대성관광지,﻿30,﻿233410.12246,﻿465020.64479
﻿1067080131,﻿1,﻿239000218,﻿대성초등학교. 대성휴게소. 대성관광지,﻿44,﻿233374.12349,﻿464975.64456
﻿1067080131,﻿2,﻿239000215,﻿대성리 국민관광지. 대성초등학교,﻿56,﻿233410.12246,﻿465020.64479
﻿1067080131,﻿2,﻿239000218,﻿대성리 국민관광지. 대성초등학교,﻿68,﻿233374.12349,﻿464975.64456
﻿1069073128,﻿3,﻿164000305,﻿연수병원.연수장로교회. 선학동천주교회.새마을금고.성안교회. 선학5단지,﻿80,﻿173337.57558,﻿436496.34373
﻿1007000742,﻿1,﻿118000013,﻿동작우체국(340).신대방2동(300).신대방2동사무소(480).신대방2파출소(450),﻿96,﻿192942.4,﻿444397.1
﻿1007000742,﻿1,﻿118000219,﻿동작우체국(340).신대방2동(300).신대방2동사무소(480).신대방2파출소(450),﻿140,﻿192898.9,﻿444371.7
﻿1007000742,﻿1,﻿118000220,﻿동작우체국(340).신대방2동(300).신대방2동사무소(480).신대방2파출소(450),﻿157,﻿192908.8,﻿444345.0
﻿1007000742,﻿1,﻿118000255,﻿동작우체국(340).신대방2동(300).신대방2동사무소(480).신대방2파출소(450),﻿77,﻿192903.7,﻿444483.3
﻿1007000742,﻿2,﻿119000005,﻿기상청(600).남부수도사업소(700).농심(250).대방파출소(100).동작구민회관(600).동작소방서.문창여자중학교(370).보라매공원(650).보라매병원(600).보라매초등학교(600),﻿150,﻿192943.9,﻿444306.4
﻿1009000919,﻿4,﻿119000032,﻿중앙대학교. 흑석동 주민센터 . 흑석1동 빗물펌프장. 흑석동우체국. 흑석1치안센터,﻿58,﻿196756.4,﻿445434.0
﻿1009000919,﻿4,﻿119000102,﻿중앙대학교. 흑석동 주민센터 . 흑석1동 빗물펌프장. 흑석동우체국. 흑석1치안센터,﻿166,﻿196597.0,﻿445454.7
﻿1009000919,﻿4,﻿119000103,﻿중앙대학교. 흑석동 주민센터 . 흑석1동 빗물펌프장. 흑석동우체국. 흑석1치안센터,﻿177,﻿196590.9,﻿445436.5
﻿1009000920,﻿5,﻿119000040,﻿팔각정휴게소. 동작주차공원,﻿75,﻿197959.7,﻿444778.6
﻿1009000920,﻿5,﻿119000041,﻿팔각정휴게소. 동작주차공원,﻿50,﻿197935.8,﻿444863.8
﻿1009000920,﻿5,﻿119000132,﻿팔각정휴게소. 동작주차공원,﻿69,﻿197926.8,﻿444809.8
﻿1006000620,﻿1,﻿113000012,﻿계룡아파트.교통안전공단 서울지사.대림아파트.성산2동사무소.성산2동우체국.성산2파출소.성산시영아파트.성원초등학교.세원아파트.신북초등학교,﻿73,﻿191325.9,﻿451717.2
﻿1009000910,﻿1,﻿115000560,﻿강서구보건소방면.염창동우체국.이수공원.서울도시가스,﻿115,﻿188972.5,﻿449751.5
﻿1006000634,﻿1,﻿101000087,﻿장충동주민센터. 장충초등학교. 광희문. 신당1.2동,﻿172,﻿201167.6,﻿451051.6
﻿1001000147,﻿1,﻿211000106,﻿부천세무서.서울신학대학교.세종병원.소사2동파출소.소사구청,﻿179,﻿181814.90843,﻿442460.99227
﻿1001000147,﻿1,﻿211000120,﻿부천세무서.서울신학대학교.세종병원.소사2동파출소.소사구청,﻿94,﻿181847.90635,﻿442573.99186
﻿1001000147,﻿1,﻿211000124,﻿부천세무서.서울신학대학교.세종병원.소사2동파출소.소사구청,﻿177,﻿181772.90759,﻿442534.99099
﻿1007000742,﻿3,﻿118000219,﻿대방여자중학교(620).동작세무서(30),﻿105,﻿192898.9,﻿444371.7
﻿1007000742,﻿3,﻿118000220,﻿대방여자중학교(620).동작세무서(30),﻿128,﻿192908.8,﻿444345.0
﻿1007000742,﻿3,﻿118000255,﻿대방여자중학교(620).동작세무서(30),﻿33,﻿192903.7,﻿444483.3
﻿1007000742,﻿4,﻿119000005,﻿대길초등학교(450).신길6파출소(500),﻿184,﻿192943.9,﻿444306.4
﻿1008000819,﻿2,﻿123000360,﻿국군체육부대(1200).육군종합행정학교 방면(1300).학생중앙군사학교(문무대)(1500),﻿65,﻿211274.0,﻿442085.5
﻿1008000819,﻿2,﻿123000361,﻿국군체육부대(1200).육군종합행정학교 방면(1300).학생중앙군사학교(문무대)(1500),﻿58,﻿211248.9,﻿442092.1
﻿1008000819,﻿2,﻿123000512,﻿국군체육부대(1200).육군종합행정학교 방면(1300).학생중앙군사학교(문무대)(1500),﻿133,﻿211135.7,﻿442131.5
﻿1008000819,﻿2,﻿123000544,﻿국군체육부대(1200).육군종합행정학교 방면(1300).학생중앙군사학교(문무대)(1500),﻿133,﻿211135.7,﻿442131.5
﻿1008000819,﻿3,﻿123000330,﻿복정사거리 방면.성남 방면.장지교,﻿177,﻿211211.5,﻿441845.1
﻿1008000819,﻿3,﻿123000015,﻿복정사거리 방면.성남 방면.장지교,﻿173,﻿211154.5,﻿442191.5
﻿1008000819,﻿3,﻿123000360,﻿복정사거리 방면.성남 방면.장지교,﻿108,﻿211274.0,﻿442085.5
﻿1008000819,﻿3,﻿123000361,﻿복정사거리 방면.성남 방면.장지교,﻿94,﻿211248.9,﻿442092.1
﻿1008000819,﻿3,﻿123000512,﻿복정사거리 방면.성남 방면.장지교,﻿122,﻿211135.7,﻿442131.5
﻿1008000819,﻿3,﻿123000544,﻿복정사거리 방면.성남 방면.장지교,﻿122,﻿211135.7,﻿442131.5
﻿1008000820,﻿1,﻿123000215,﻿장지동,﻿84,﻿211245.1,﻿441445.9
﻿1008000820,﻿1,﻿123000216,﻿장지동,﻿169,﻿211230.1,﻿441192.4
﻿1008000820,﻿1,﻿123000316,﻿장지동,﻿160,﻿211261.2,﻿441201.9
﻿1008000820,﻿1,﻿123000329,﻿장지동,﻿176,﻿211229.9,﻿441185.3
﻿1008000820,﻿1,﻿123000436,﻿장지동,﻿122,﻿211315.9,﻿441264.3
﻿1008000820,﻿1,﻿123000437,﻿장지동,﻿77,﻿211276.3,﻿441291.5
﻿1008000820,﻿1,﻿274113363,﻿장지동,﻿173,﻿211100.33068,﻿441260.89159
﻿1008000820,﻿2,﻿123000216,﻿성남시 노인복지관. 동서울대학. 복정동주민센터. 서울국제학교,﻿3,﻿211230.1,﻿441192.4
﻿1008000820,﻿2,﻿123000249,﻿성남시 노인복지관. 동서울대학. 복정동주민센터. 서울국제학교,﻿116,﻿211174.8,﻿441093.3
﻿1008000820,﻿2,﻿123000316,﻿성남시 노인복지관. 동서울대학. 복정동주민센터. 서울국제학교,﻿28,﻿211261.2,﻿441201.9
﻿1006000617,﻿1,﻿111000489,﻿대광성결교회.명지대 방면.북가좌2동사무소.북가좌2파출소.북가좌소방파출소.북가좌제2동.은평전화국.풍원시장.허정한의원,﻿64,﻿192030.4,﻿453805.3
﻿1006000617,﻿1,﻿111000490,﻿대광성결교회.명지대 방면.북가좌2동사무소.북가좌2파출소.북가좌소방파출소.북가좌제2동.은평전화국.풍원시장.허정한의원,﻿83,﻿191996.3,﻿453815.4
﻿1006000617,﻿2,﻿111000086,﻿북가좌제1동.북가좌초등학교,﻿22,﻿192023.3,﻿453800.1
﻿1006000610,﻿1,﻿111000042,﻿신사1동사무소(317).신사제1동,﻿84,﻿192504.4,﻿455503.2
﻿1006000610,﻿1,﻿111000043,﻿신사1동사무소(317).신사제1동,﻿60,﻿192493.6,﻿455473.0
﻿1006000610,﻿1,﻿111000079,﻿신사1동사무소(317).신사제1동,﻿40,﻿192514.3,﻿455381.6
﻿1006000610,﻿1,﻿111000090,﻿신사1동사무소(317).신사제1동,﻿31,﻿192548.0,﻿455400.6
﻿1006000610,﻿1,﻿111000485,﻿신사1동사무소(317).신사제1동,﻿68,﻿192507.8,﻿455353.4
﻿1006000610,﻿1,﻿111000486,﻿신사1동사무소(317).신사제1동,﻿49,﻿192549.0,﻿455377.6
﻿1006000644,﻿4,﻿107000056,﻿두산아파트. 태릉민방위교육장. 중랑천,﻿98,﻿205808.6,﻿457199.8
﻿1092004708,﻿1,﻿108000135,﻿삼각산동SK아파트북한산시티미양초등학교,﻿57,﻿201124.6736,﻿457846.2818
﻿1001000125,﻿6,﻿105000475,﻿국민건강보험공단.신설동 방면.용두 초등학교.용두2동 사무소.한국항공전문학교.동부시립병원.대우아이오오피스텔,﻿54,﻿202921.6,﻿453159.8
﻿1002000216,﻿3,﻿123000002,﻿가락동.성남방면.가락동.성남방면,﻿149,﻿208801.3,﻿446031.5
﻿1005000521,﻿7,﻿114000428,﻿목동중학교 (450).목동초등학교 (350).서울출입국관리사무소방면 (650).양천구청방면 (800).양천세무서 (650).하나은행(100),﻿127,﻿189073.9,﻿447299.0
﻿1005000521,﻿8,﻿114000061,﻿목동오거리방면.농협(400),﻿188,﻿188795.4,﻿447408.0
﻿1005000521,﻿8,﻿114000064,﻿목동오거리방면.농협(400),﻿70,﻿188814.1,﻿447283.5
﻿1001000124,﻿1,﻿105000402,﻿경동. 동서시장.제기동방면.경동시장.동서시장,﻿185,﻿204013.3,﻿453468.8
﻿1001000124,﻿1,﻿105000407,﻿경동. 동서시장.제기동방면.경동시장.동서시장,﻿105,﻿204086.9,﻿453437.1
﻿1001000124,﻿1,﻿105000442,﻿경동. 동서시장.제기동방면.경동시장.동서시장,﻿143,﻿204158.9,﻿453537.0
﻿1002000214,﻿4,﻿104000276,﻿동서울종합터미널.서울광진학교.서울구남초등학교.성동초등학교.우성아파트.구남초등학교.광진학교.서울 광진우체국.동서울터미널.동서울 관광호텔.현대아파트7단지.우성아파트,﻿43,﻿208266.0,﻿448506.1
﻿1001000139,﻿5,﻿118000240,﻿지하상가방면 . 롯데시네마,﻿172,﻿191865.7,﻿446139.8
﻿1001000139,﻿5,﻿118000463,﻿지하상가방면 . 롯데시네마,﻿60,﻿191877.0,﻿446370.0
﻿1001000139,﻿6,﻿118000544,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿150,﻿191866.7,﻿446138.7
﻿1001000139,﻿6,﻿118000560,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿153,﻿191844.2,﻿446121.8
﻿1001000139,﻿6,﻿118000005,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿123,﻿191656.9,﻿446290.8
﻿1001000139,﻿6,﻿118000006,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿94,﻿191781.8,﻿446354.6
﻿1001000139,﻿6,﻿118000212,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿180,﻿191686.4,﻿446416.2
﻿1001000139,﻿6,﻿118000240,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿149,﻿191865.7,﻿446139.8
﻿1001000139,﻿6,﻿118000463,﻿영등포우체국. 타임스퀘어. 구로세무서. 서울영등포초등학교,﻿148,﻿191877.0,﻿446370.0
﻿1002000216,﻿7,﻿123000048,﻿대한민국재향군인회.잠실 6동.잠실중학교.장미아파트.근로복지공단 서울동부지사.월드타워.교보생명,﻿95,﻿208734.0,﻿446111.5
﻿1002000216,﻿7,﻿123000511,﻿대한민국재향군인회.잠실 6동.잠실중학교.장미아파트.근로복지공단 서울동부지사.월드타워.교보생명,﻿118,﻿208763.6,﻿446186.4
﻿1002000216,﻿8,﻿123000002,﻿국민건강보험공단.국민연금관리공단.신천동방면.한국산업은행 잠실지점,﻿167,﻿208801.3,﻿446031.5
﻿1002000228,﻿5,﻿120000397,﻿신봉초등학교.종로엠학원.SPL영어학당(해주타워).제일은행.LG.삼성서비스센터.근화병원.관악(웨딩홀)뷔페.신원메트로빌.에이스존,﻿176,﻿195779.6,﻿442281.2
﻿1002000232,﻿2,﻿116000372,﻿구로공단우체국.구로동.연희실업고등학교.한국산업단지공단.기업은행.극동아파트,﻿108,﻿191338.6,﻿442810.2
﻿1002000232,﻿3,﻿116000014,﻿구로1공단.현대아파트.한국산업단지.서울지방노동청서울관학지청.근로지공단서울관악지사.한국산업기술시험원.구로디지털단지우체국.이마트.대륭포스트타워2.3차.현대아파트,﻿133,﻿191335.2,﻿442811.4
﻿1002002343,﻿3,﻿114000199,﻿신정4동 주민센터. 신정5동 주민센터. 기업은행. 신정제일시장,﻿103,﻿186990.5,﻿446723.1
﻿1001000124,﻿4,﻿105000447,﻿청량리 역광장.청량리역(국철).서울시립대학교,﻿44,﻿204033.5,﻿453430.0
﻿1001000124,﻿4,﻿105000015,﻿청량리 역광장.청량리역(국철).서울시립대학교,﻿66,﻿204012.5,﻿453433.4
﻿1001000124,﻿4,﻿105000016,﻿청량리 역광장.청량리역(국철).서울시립대학교,﻿14,﻿204069.6,﻿453416.6
﻿1001000124,﻿5,﻿105000199,﻿역전파출소.역전치안센터,﻿199,﻿203944.0,﻿453553.6
﻿1001000124,﻿5,﻿105000402,﻿역전파출소.역전치안센터,﻿108,﻿204013.3,﻿453468.8
﻿1001000124,﻿5,﻿105000407,﻿역전파출소.역전치안센터,﻿117,﻿204086.9,﻿453437.1
﻿1001000124,﻿5,﻿105000446,﻿역전파출소.역전치안센터,﻿82,﻿204036.5,﻿453433.8
﻿1001000124,﻿5,﻿105000447,﻿역전파출소.역전치안센터,﻿77,﻿204033.5,﻿453430.0
﻿1001000124,﻿5,﻿105000015,﻿역전파출소.역전치안센터,﻿73,﻿204012.5,﻿453433.4
﻿1001000124,﻿5,﻿105000016,﻿역전파출소.역전치안센터,﻿91,﻿204069.6,﻿453416.6
﻿1002000205,﻿14,﻿101000130,﻿APM. 굿모닝시티. 두산타워. 밀리오레. 케레스타. 평화시장,﻿163,﻿200804.7,﻿451768.8
﻿1002000205,﻿2,﻿101000165,﻿광희초등학교. 서울메트로 동대문별관. 성동여실고교. 신당1동주민센터. 패션센타. 한양중.고등학교,﻿171,﻿200760.7,﻿451673.2
﻿1002000205,﻿2,﻿101000166,﻿광희초등학교. 서울메트로 동대문별관. 성동여실고교. 신당1동주민센터. 패션센타. 한양중.고등학교,﻿138,﻿200833.9,﻿451648.3
﻿1002000222,﻿11,﻿121000091,﻿한국산업은행 서초지점.영동시장방면.한국자산관리공사.시티극장.CGV.삼정호텔.시계탑빌딩.역삼1동,﻿160,﻿202325.2,﻿444249.9
﻿1002000243,﻿3,﻿112000155,﻿경찰청. 국민권익위원회. 서대문경찰서. 서울시상수도사업본부. 프랑스대사관,﻿188,﻿196830.4,﻿451361.0
﻿1002000243,﻿3,﻿112000170,﻿경찰청. 국민권익위원회. 서대문경찰서. 서울시상수도사업본부. 프랑스대사관,﻿116,﻿196838.2,﻿451137.9
﻿1002000243,﻿3,﻿112000365,﻿경찰청. 국민권익위원회. 서대문경찰서. 서울시상수도사업본부. 프랑스대사관,﻿110,﻿196866.5,﻿451117.2
﻿1001000131,﻿2,﻿100000331,﻿공평동.안국동.조계사.SC제일은행본점빌딩,﻿191,﻿198306.3,﻿452273.1
﻿1002000207,﻿6,﻿103000016,﻿도로교통안전관리공단.성동고교.한진아파트,﻿147,﻿202647.0,﻿451773.5
﻿1001000131,﻿4,﻿101000119,﻿관철동.보신각.한국산업은행.서울지방노동청.서울종합고용지원센터,﻿175,﻿198553.5,﻿452107.4
﻿1001000131,﻿5,﻿100000331,﻿광교.무교동.예금보험공사.한국관광공사,﻿167,﻿198306.3,﻿452273.1
﻿1001000131,﻿5,﻿100000092,﻿광교.무교동.예금보험공사.한국관광공사,﻿115,﻿198360.4,﻿452273.0
﻿1001000131,﻿5,﻿100000094,﻿광교.무교동.예금보험공사.한국관광공사,﻿138,﻿198359.4,﻿452318.2
﻿1001000131,﻿5,﻿101000119,﻿광교.무교동.예금보험공사.한국관광공사,﻿152,﻿198553.5,﻿452107.4
